"state","state_name","county","fips","ClusterRank"
"AL","Alabama","Autauga County",1001,"High 2"
"AL","Alabama","Baldwin County",1003,"High 3"
"AL","Alabama","Barbour County",1005,"High 3"
"AL","Alabama","Bibb County",1007,"High 2"
"AL","Alabama","Blount County",1009,"Mid 4"
"AL","Alabama","Bullock County",1011,"High 2"
"AL","Alabama","Butler County",1013,"High 2"
"AL","Alabama","Calhoun County",1015,"High 2"
"AL","Alabama","Chambers County",1017,"High 2"
"AL","Alabama","Cherokee County",1019,"Mid 4"
"AL","Alabama","Chilton County",1021,"High 2"
"AL","Alabama","Choctaw County",1023,"High 2"
"AL","Alabama","Clarke County",1025,"High 2"
"AL","Alabama","Clay County",1027,"High 2"
"AL","Alabama","Cleburne County",1029,"High 2"
"AL","Alabama","Coffee County",1031,"High 2"
"AL","Alabama","Colbert County",1033,"High 1"
"AL","Alabama","Conecuh County",1035,"High 2"
"AL","Alabama","Coosa County",1037,"High 2"
"AL","Alabama","Covington County",1039,"High 2"
"AL","Alabama","Crenshaw County",1041,"High 2"
"AL","Alabama","Cullman County",1043,"Mid 4"
"AL","Alabama","Dale County",1045,"High 2"
"AL","Alabama","Dallas County",1047,"High 2"
"AL","Alabama","DeKalb County",1049,"Mid 4"
"AL","Alabama","Elmore County",1051,"High 2"
"AL","Alabama","Escambia County",1053,"High 2"
"AL","Alabama","Etowah County",1055,"High 2"
"AL","Alabama","Fayette County",1057,"High 2"
"AL","Alabama","Franklin County",1059,"High 1"
"AL","Alabama","Geneva County",1061,"High 2"
"AL","Alabama","Greene County",1063,"High 2"
"AL","Alabama","Hale County",1065,"High 2"
"AL","Alabama","Henry County",1067,"High 2"
"AL","Alabama","Houston County",1069,"High 2"
"AL","Alabama","Jackson County",1071,"High 2"
"AL","Alabama","Jefferson County",1073,"High 2"
"AL","Alabama","Lamar County",1075,"High 2"
"AL","Alabama","Lauderdale County",1077,"High 1"
"AL","Alabama","Lawrence County",1079,"High 1"
"AL","Alabama","Lee County",1081,"High 2"
"AL","Alabama","Limestone County",1083,"High 2"
"AL","Alabama","Lowndes County",1085,"High 2"
"AL","Alabama","Macon County",1087,"High 2"
"AL","Alabama","Madison County",1089,"High 1"
"AL","Alabama","Marengo County",1091,"High 2"
"AL","Alabama","Marion County",1093,"High 1"
"AL","Alabama","Marshall County",1095,"Mid 4"
"AL","Alabama","Mobile County",1097,"High 3"
"AL","Alabama","Monroe County",1099,"High 2"
"AL","Alabama","Montgomery County",1101,"High 2"
"AL","Alabama","Morgan County",1103,"Mid 4"
"AL","Alabama","Perry County",1105,"High 2"
"AL","Alabama","Pickens County",1107,"High 2"
"AL","Alabama","Pike County",1109,"High 2"
"AL","Alabama","Randolph County",1111,"Mid 4"
"AL","Alabama","Russell County",1113,"High 2"
"AL","Alabama","St. Clair County",1115,"High 2"
"AL","Alabama","Shelby County",1117,"High 2"
"AL","Alabama","Sumter County",1119,"High 2"
"AL","Alabama","Talladega County",1121,"High 2"
"AL","Alabama","Tallapoosa County",1123,"High 2"
"AL","Alabama","Tuscaloosa County",1125,"High 2"
"AL","Alabama","Walker County",1127,"High 2"
"AL","Alabama","Washington County",1129,"High 2"
"AL","Alabama","Wilcox County",1131,"High 2"
"AL","Alabama","Winston County",1133,"High 1"
"AK","Alaska","Aleutians East Borough",2013,"Low 2"
"AK","Alaska","Aleutians West Census Area",2016,"Low 2"
"AK","Alaska","Anchorage Municipality",2020,"Low 2"
"AK","Alaska","Bethel Census Area",2050,"Low 2"
"AK","Alaska","Bristol Bay Borough",2060,"Low 2"
"AK","Alaska","Denali Borough",2068,"Low 2"
"AK","Alaska","Dillingham Census Area",2070,"Low 2"
"AK","Alaska","Fairbanks North Star Borough",2090,"Low 2"
"AK","Alaska","Haines Borough",2100,"Low 2"
"AK","Alaska","Hoonah-Angoon Census Area",2105,"Low 2"
"AK","Alaska","Juneau City and Borough",2110,"Low 2"
"AK","Alaska","Kenai Peninsula Borough",2122,"Low 2"
"AK","Alaska","Ketchikan Gateway Borough",2130,"Low 2"
"AK","Alaska","Kodiak Island Borough",2150,"Low 2"
"AK","Alaska","Kusilvak Census Area",2158,"Low 2"
"AK","Alaska","Lake and Peninsula Borough",2164,"Low 2"
"AK","Alaska","Matanuska-Susitna Borough",2170,"Low 2"
"AK","Alaska","Nome Census Area",2180,"Low 2"
"AK","Alaska","North Slope Borough",2185,"Low 2"
"AK","Alaska","Northwest Arctic Borough",2188,"Low 2"
"AK","Alaska","Petersburg Census Area",2195,"Low 2"
"AK","Alaska","Prince of Wales-Hyder Census Area",2198,"Low 2"
"AK","Alaska","Sitka City and Borough",2220,"Low 2"
"AK","Alaska","Skagway Municipality",2230,"Low 2"
"AK","Alaska","Southeast Fairbanks Census Area",2240,"Low 2"
"AK","Alaska","Valdez-Cordova Census Area",2261,"Low 2"
"AK","Alaska","Wrangell City and Borough",2275,"Low 3"
"AK","Alaska","Yakutat City and Borough",2282,"Low 2"
"AK","Alaska","Yukon-Koyukuk Census Area",2290,"Low 2"
"AZ","Arizona","Apache County",4001,"Low 2"
"AZ","Arizona","Cochise County",4003,"Low 2"
"AZ","Arizona","Coconino County",4005,"Low 1"
"AZ","Arizona","Gila County",4007,"Low 2"
"AZ","Arizona","Graham County",4009,"Low 3"
"AZ","Arizona","Greenlee County",4011,"Low 3"
"AZ","Arizona","La Paz County",4012,"Low 3"
"AZ","Arizona","Maricopa County",4013,"Low 3"
"AZ","Arizona","Mohave County",4015,"Low 1"
"AZ","Arizona","Navajo County",4017,"Low 2"
"AZ","Arizona","Pima County",4019,"Low 3"
"AZ","Arizona","Pinal County",4021,"Low 3"
"AZ","Arizona","Santa Cruz County",4023,"Low 3"
"AZ","Arizona","Yavapai County",4025,"Low 1"
"AZ","Arizona","Yuma County",4027,"Mid 2"
"AR","Arkansas","Arkansas County",5001,"High 1"
"AR","Arkansas","Ashley County",5003,"High 2"
"AR","Arkansas","Baxter County",5005,"Mid 3"
"AR","Arkansas","Benton County",5007,"High 1"
"AR","Arkansas","Boone County",5009,"Mid 3"
"AR","Arkansas","Bradley County",5011,"High 2"
"AR","Arkansas","Calhoun County",5013,"High 2"
"AR","Arkansas","Carroll County",5015,"Mid 3"
"AR","Arkansas","Chicot County",5017,"High 2"
"AR","Arkansas","Clark County",5019,"High 3"
"AR","Arkansas","Clay County",5021,"High 1"
"AR","Arkansas","Cleburne County",5023,"High 1"
"AR","Arkansas","Cleveland County",5025,"High 1"
"AR","Arkansas","Columbia County",5027,"High 2"
"AR","Arkansas","Conway County",5029,"High 1"
"AR","Arkansas","Craighead County",5031,"High 1"
"AR","Arkansas","Crawford County",5033,"High 1"
"AR","Arkansas","Crittenden County",5035,"High 1"
"AR","Arkansas","Cross County",5037,"High 1"
"AR","Arkansas","Dallas County",5039,"High 3"
"AR","Arkansas","Desha County",5041,"High 2"
"AR","Arkansas","Drew County",5043,"High 2"
"AR","Arkansas","Faulkner County",5045,"High 1"
"AR","Arkansas","Franklin County",5047,"High 1"
"AR","Arkansas","Fulton County",5049,"Mid 3"
"AR","Arkansas","Garland County",5051,"High 1"
"AR","Arkansas","Grant County",5053,"High 1"
"AR","Arkansas","Greene County",5055,"High 1"
"AR","Arkansas","Hempstead County",5057,"High 1"
"AR","Arkansas","Hot Spring County",5059,"High 1"
"AR","Arkansas","Howard County",5061,"High 1"
"AR","Arkansas","Independence County",5063,"High 1"
"AR","Arkansas","Izard County",5065,"High 1"
"AR","Arkansas","Jackson County",5067,"High 1"
"AR","Arkansas","Jefferson County",5069,"High 1"
"AR","Arkansas","Johnson County",5071,"High 1"
"AR","Arkansas","Lafayette County",5073,"High 1"
"AR","Arkansas","Lawrence County",5075,"High 1"
"AR","Arkansas","Lee County",5077,"High 1"
"AR","Arkansas","Lincoln County",5079,"High 1"
"AR","Arkansas","Little River County",5081,"High 1"
"AR","Arkansas","Logan County",5083,"High 1"
"AR","Arkansas","Lonoke County",5085,"High 1"
"AR","Arkansas","Madison County",5087,"High 1"
"AR","Arkansas","Marion County",5089,"High 1"
"AR","Arkansas","Miller County",5091,"High 1"
"AR","Arkansas","Mississippi County",5093,"High 1"
"AR","Arkansas","Monroe County",5095,"High 1"
"AR","Arkansas","Montgomery County",5097,"High 1"
"AR","Arkansas","Nevada County",5099,"High 2"
"AR","Arkansas","Newton County",5101,"Mid 3"
"AR","Arkansas","Ouachita County",5103,"High 2"
"AR","Arkansas","Perry County",5105,"High 1"
"AR","Arkansas","Phillips County",5107,"High 2"
"AR","Arkansas","Pike County",5109,"High 1"
"AR","Arkansas","Poinsett County",5111,"High 1"
"AR","Arkansas","Polk County",5113,"High 1"
"AR","Arkansas","Pope County",5115,"High 1"
"AR","Arkansas","Prairie County",5117,"High 1"
"AR","Arkansas","Pulaski County",5119,"High 1"
"AR","Arkansas","Randolph County",5121,"High 1"
"AR","Arkansas","St. Francis County",5123,"High 1"
"AR","Arkansas","Saline County",5125,"High 1"
"AR","Arkansas","Scott County",5127,"High 1"
"AR","Arkansas","Searcy County",5129,"High 1"
"AR","Arkansas","Sebastian County",5131,"High 1"
"AR","Arkansas","Sevier County",5133,"High 1"
"AR","Arkansas","Sharp County",5135,"High 1"
"AR","Arkansas","Stone County",5137,"High 1"
"AR","Arkansas","Union County",5139,"High 2"
"AR","Arkansas","Van Buren County",5141,"High 1"
"AR","Arkansas","Washington County",5143,"High 1"
"AR","Arkansas","White County",5145,"High 1"
"AR","Arkansas","Woodruff County",5147,"High 1"
"AR","Arkansas","Yell County",5149,"High 1"
"CA","California","Alameda County",6001,"Mid 2"
"CA","California","Alpine County",6003,"Low 1"
"CA","California","Amador County",6005,"Low 2"
"CA","California","Butte County",6007,"Low 3"
"CA","California","Calaveras County",6009,"Low 2"
"CA","California","Colusa County",6011,"Low 3"
"CA","California","Contra Costa County",6013,"Mid 2"
"CA","California","Del Norte County",6015,"Mid 2"
"CA","California","El Dorado County",6017,"Low 1"
"CA","California","Fresno County",6019,"Mid 2"
"CA","California","Glenn County",6021,"Low 2"
"CA","California","Humboldt County",6023,"Mid 2"
"CA","California","Imperial County",6025,"Mid 2"
"CA","California","Inyo County",6027,"Low 1"
"CA","California","Kern County",6029,"Low 1"
"CA","California","Kings County",6031,"Mid 2"
"CA","California","Lake County",6033,"Low 2"
"CA","California","Lassen County",6035,"Low 1"
"CA","California","Los Angeles County",6037,"Mid 2"
"CA","California","Madera County",6039,"Mid 2"
"CA","California","Marin County",6041,"Mid 2"
"CA","California","Mariposa County",6043,"Mid 2"
"CA","California","Mendocino County",6045,"Low 2"
"CA","California","Merced County",6047,"Mid 2"
"CA","California","Modoc County",6049,"Low 1"
"CA","California","Mono County",6051,"Low 1"
"CA","California","Monterey County",6053,"Mid 2"
"CA","California","Napa County",6055,"Mid 2"
"CA","California","Nevada County",6057,"Low 1"
"CA","California","Orange County",6059,"Mid 4"
"CA","California","Placer County",6061,"Low 2"
"CA","California","Plumas County",6063,"Low 1"
"CA","California","Riverside County",6065,"Mid 2"
"CA","California","Sacramento County",6067,"Low 3"
"CA","California","San Benito County",6069,"Low 3"
"CA","California","San Bernardino County",6071,"Low 2"
"CA","California","San Diego County",6073,"Mid 4"
"CA","California","San Francisco County",6075,"Mid 2"
"CA","California","San Joaquin County",6077,"Low 3"
"CA","California","San Luis Obispo County",6079,"Mid 2"
"CA","California","San Mateo County",6081,"Mid 2"
"CA","California","Santa Barbara County",6083,"Mid 2"
"CA","California","Santa Clara County",6085,"Mid 2"
"CA","California","Santa Cruz County",6087,"Mid 2"
"CA","California","Shasta County",6089,"Low 2"
"CA","California","Sierra County",6091,"Low 1"
"CA","California","Siskiyou County",6093,"Low 2"
"CA","California","Solano County",6095,"Low 2"
"CA","California","Sonoma County",6097,"Mid 2"
"CA","California","Stanislaus County",6099,"Mid 2"
"CA","California","Sutter County",6101,"Low 3"
"CA","California","Tehama County",6103,"Low 2"
"CA","California","Trinity County",6105,"Low 2"
"CA","California","Tulare County",6107,"Mid 2"
"CA","California","Tuolumne County",6109,"Low 2"
"CA","California","Ventura County",6111,"Mid 4"
"CA","California","Yolo County",6113,"Low 2"
"CA","California","Yuba County",6115,"Low 3"
"CO","Colorado","Adams County",8001,"Low 2"
"CO","Colorado","Alamosa County",8003,"Low 2"
"CO","Colorado","Arapahoe County",8005,"Low 2"
"CO","Colorado","Archuleta County",8007,"Low 2"
"CO","Colorado","Baca County",8009,"Low 3"
"CO","Colorado","Bent County",8011,"Low 3"
"CO","Colorado","Boulder County",8013,"Low 2"
"CO","Colorado","Broomfield County",8014,"Low 2"
"CO","Colorado","Chaffee County",8015,"Low 1"
"CO","Colorado","Cheyenne County",8017,"Low 3"
"CO","Colorado","Clear Creek County",8019,"Low 1"
"CO","Colorado","Conejos County",8021,"Low 2"
"CO","Colorado","Costilla County",8023,"Low 1"
"CO","Colorado","Crowley County",8025,"Low 2"
"CO","Colorado","Custer County",8027,"Low 1"
"CO","Colorado","Delta County",8029,"Low 1"
"CO","Colorado","Denver County",8031,"Low 2"
"CO","Colorado","Dolores County",8033,"Low 2"
"CO","Colorado","Douglas County",8035,"Low 2"
"CO","Colorado","Eagle County",8037,"Low 1"
"CO","Colorado","Elbert County",8039,"Low 2"
"CO","Colorado","El Paso County",8041,"Low 2"
"CO","Colorado","Fremont County",8043,"Low 1"
"CO","Colorado","Garfield County",8045,"Low 1"
"CO","Colorado","Gilpin County",8047,"Low 1"
"CO","Colorado","Grand County",8049,"Low 1"
"CO","Colorado","Gunnison County",8051,"Low 1"
"CO","Colorado","Hinsdale County",8053,"Low 1"
"CO","Colorado","Huerfano County",8055,"Low 1"
"CO","Colorado","Jackson County",8057,"Low 1"
"CO","Colorado","Jefferson County",8059,"Low 2"
"CO","Colorado","Kiowa County",8061,"Low 3"
"CO","Colorado","Kit Carson County",8063,"Low 3"
"CO","Colorado","Lake County",8065,"Low 1"
"CO","Colorado","La Plata County",8067,"Low 2"
"CO","Colorado","Larimer County",8069,"Low 2"
"CO","Colorado","Las Animas County",8071,"Low 2"
"CO","Colorado","Lincoln County",8073,"Low 2"
"CO","Colorado","Logan County",8075,"Low 2"
"CO","Colorado","Mesa County",8077,"Low 1"
"CO","Colorado","Mineral County",8079,"Low 1"
"CO","Colorado","Moffat County",8081,"Low 1"
"CO","Colorado","Montezuma County",8083,"Low 2"
"CO","Colorado","Montrose County",8085,"Low 2"
"CO","Colorado","Morgan County",8087,"Low 2"
"CO","Colorado","Otero County",8089,"Low 2"
"CO","Colorado","Ouray County",8091,"Low 1"
"CO","Colorado","Park County",8093,"Low 1"
"CO","Colorado","Phillips County",8095,"Low 3"
"CO","Colorado","Pitkin County",8097,"Low 1"
"CO","Colorado","Prowers County",8099,"Low 3"
"CO","Colorado","Pueblo County",8101,"Low 2"
"CO","Colorado","Rio Blanco County",8103,"Low 1"
"CO","Colorado","Rio Grande County",8105,"Low 1"
"CO","Colorado","Routt County",8107,"Low 1"
"CO","Colorado","Saguache County",8109,"Low 1"
"CO","Colorado","San Juan County",8111,"Low 1"
"CO","Colorado","San Miguel County",8113,"Low 1"
"CO","Colorado","Sedgwick County",8115,"Low 3"
"CO","Colorado","Summit County",8117,"Low 1"
"CO","Colorado","Teller County",8119,"Low 2"
"CO","Colorado","Washington County",8121,"Low 2"
"CO","Colorado","Weld County",8123,"Low 2"
"CO","Colorado","Yuma County",8125,"Low 3"
"CT","Connecticut","Fairfield County",9001,"Mid 2"
"CT","Connecticut","Hartford County",9003,"Mid 2"
"CT","Connecticut","Litchfield County",9005,"Mid 2"
"CT","Connecticut","Middlesex County",9007,"Mid 3"
"CT","Connecticut","New Haven County",9009,"Mid 2"
"CT","Connecticut","New London County",9011,"Mid 3"
"CT","Connecticut","Tolland County",9013,"Mid 2"
"CT","Connecticut","Windham County",9015,"Mid 2"
"DE","Delaware","Kent County",10001,"Mid 4"
"DE","Delaware","New Castle County",10003,"Mid 4"
"DE","Delaware","Sussex County",10005,"Mid 4"
"DC","District of Columbia","District of Columbia",11001,"Mid 4"
"FL","Florida","Alachua County",12001,"High 3"
"FL","Florida","Baker County",12003,"High 3"
"FL","Florida","Bay County",12005,"High 3"
"FL","Florida","Bradford County",12007,"High 3"
"FL","Florida","Brevard County",12009,"High 3"
"FL","Florida","Broward County",12011,"High 3"
"FL","Florida","Calhoun County",12013,"High 2"
"FL","Florida","Charlotte County",12015,"High 3"
"FL","Florida","Citrus County",12017,"High 3"
"FL","Florida","Clay County",12019,"High 3"
"FL","Florida","Collier County",12021,"High 3"
"FL","Florida","Columbia County",12023,"High 3"
"FL","Florida","DeSoto County",12027,"High 3"
"FL","Florida","Dixie County",12029,"High 3"
"FL","Florida","Duval County",12031,"High 3"
"FL","Florida","Escambia County",12033,"High 3"
"FL","Florida","Flagler County",12035,"High 3"
"FL","Florida","Franklin County",12037,"High 3"
"FL","Florida","Gadsden County",12039,"High 2"
"FL","Florida","Gilchrist County",12041,"High 3"
"FL","Florida","Glades County",12043,"High 3"
"FL","Florida","Gulf County",12045,"High 3"
"FL","Florida","Hamilton County",12047,"High 2"
"FL","Florida","Hardee County",12049,"High 3"
"FL","Florida","Hendry County",12051,"High 3"
"FL","Florida","Hernando County",12053,"High 3"
"FL","Florida","Highlands County",12055,"High 3"
"FL","Florida","Hillsborough County",12057,"High 3"
"FL","Florida","Holmes County",12059,"High 2"
"FL","Florida","Indian River County",12061,"High 3"
"FL","Florida","Jackson County",12063,"High 2"
"FL","Florida","Jefferson County",12065,"High 2"
"FL","Florida","Lafayette County",12067,"High 3"
"FL","Florida","Lake County",12069,"High 3"
"FL","Florida","Lee County",12071,"High 3"
"FL","Florida","Leon County",12073,"High 2"
"FL","Florida","Levy County",12075,"High 3"
"FL","Florida","Liberty County",12077,"High 2"
"FL","Florida","Madison County",12079,"High 2"
"FL","Florida","Manatee County",12081,"High 3"
"FL","Florida","Marion County",12083,"High 3"
"FL","Florida","Martin County",12085,"High 3"
"FL","Florida","Miami-Dade County",12086,"High 3"
"FL","Florida","Monroe County",12087,"High 3"
"FL","Florida","Nassau County",12089,"High 3"
"FL","Florida","Okaloosa County",12091,"High 3"
"FL","Florida","Okeechobee County",12093,"High 3"
"FL","Florida","Orange County",12095,"High 3"
"FL","Florida","Osceola County",12097,"High 3"
"FL","Florida","Palm Beach County",12099,"High 3"
"FL","Florida","Pasco County",12101,"High 3"
"FL","Florida","Pinellas County",12103,"High 3"
"FL","Florida","Polk County",12105,"High 3"
"FL","Florida","Putnam County",12107,"High 3"
"FL","Florida","St. Johns County",12109,"High 3"
"FL","Florida","St. Lucie County",12111,"High 3"
"FL","Florida","Santa Rosa County",12113,"High 2"
"FL","Florida","Sarasota County",12115,"High 3"
"FL","Florida","Seminole County",12117,"High 3"
"FL","Florida","Sumter County",12119,"High 3"
"FL","Florida","Suwannee County",12121,"High 3"
"FL","Florida","Taylor County",12123,"High 3"
"FL","Florida","Union County",12125,"High 3"
"FL","Florida","Volusia County",12127,"High 3"
"FL","Florida","Wakulla County",12129,"High 2"
"FL","Florida","Walton County",12131,"High 2"
"FL","Florida","Washington County",12133,"High 2"
"GA","Georgia","Appling County",13001,"High 2"
"GA","Georgia","Atkinson County",13003,"High 2"
"GA","Georgia","Bacon County",13005,"High 2"
"GA","Georgia","Baker County",13007,"High 2"
"GA","Georgia","Baldwin County",13009,"High 2"
"GA","Georgia","Banks County",13011,"High 2"
"GA","Georgia","Barrow County",13013,"Mid 4"
"GA","Georgia","Bartow County",13015,"High 2"
"GA","Georgia","Ben Hill County",13017,"High 2"
"GA","Georgia","Berrien County",13019,"High 2"
"GA","Georgia","Bibb County",13021,"High 2"
"GA","Georgia","Bleckley County",13023,"High 2"
"GA","Georgia","Brantley County",13025,"High 2"
"GA","Georgia","Brooks County",13027,"High 2"
"GA","Georgia","Bryan County",13029,"High 2"
"GA","Georgia","Bulloch County",13031,"High 2"
"GA","Georgia","Burke County",13033,"High 2"
"GA","Georgia","Butts County",13035,"High 2"
"GA","Georgia","Calhoun County",13037,"High 2"
"GA","Georgia","Camden County",13039,"High 3"
"GA","Georgia","Candler County",13043,"High 2"
"GA","Georgia","Carroll County",13045,"Mid 4"
"GA","Georgia","Catoosa County",13047,"Mid 4"
"GA","Georgia","Charlton County",13049,"High 3"
"GA","Georgia","Chatham County",13051,"High 2"
"GA","Georgia","Chattahoochee County",13053,"High 2"
"GA","Georgia","Chattooga County",13055,"Mid 4"
"GA","Georgia","Cherokee County",13057,"Mid 4"
"GA","Georgia","Clarke County",13059,"Mid 4"
"GA","Georgia","Clay County",13061,"High 2"
"GA","Georgia","Clayton County",13063,"Mid 4"
"GA","Georgia","Clinch County",13065,"High 2"
"GA","Georgia","Cobb County",13067,"High 2"
"GA","Georgia","Coffee County",13069,"High 2"
"GA","Georgia","Colquitt County",13071,"High 2"
"GA","Georgia","Columbia County",13073,"High 2"
"GA","Georgia","Cook County",13075,"High 2"
"GA","Georgia","Coweta County",13077,"High 2"
"GA","Georgia","Crawford County",13079,"High 2"
"GA","Georgia","Crisp County",13081,"High 2"
"GA","Georgia","Dade County",13083,"Mid 4"
"GA","Georgia","Dawson County",13085,"Mid 4"
"GA","Georgia","Decatur County",13087,"High 2"
"GA","Georgia","DeKalb County",13089,"High 2"
"GA","Georgia","Dodge County",13091,"High 2"
"GA","Georgia","Dooly County",13093,"High 2"
"GA","Georgia","Dougherty County",13095,"High 2"
"GA","Georgia","Douglas County",13097,"Mid 4"
"GA","Georgia","Early County",13099,"High 2"
"GA","Georgia","Echols County",13101,"High 2"
"GA","Georgia","Effingham County",13103,"High 2"
"GA","Georgia","Elbert County",13105,"High 2"
"GA","Georgia","Emanuel County",13107,"High 2"
"GA","Georgia","Evans County",13109,"High 2"
"GA","Georgia","Fannin County",13111,"Mid 4"
"GA","Georgia","Fayette County",13113,"High 2"
"GA","Georgia","Floyd County",13115,"Mid 4"
"GA","Georgia","Forsyth County",13117,"Mid 4"
"GA","Georgia","Franklin County",13119,"Mid 4"
"GA","Georgia","Fulton County",13121,"Mid 4"
"GA","Georgia","Gilmer County",13123,"Mid 4"
"GA","Georgia","Glascock County",13125,"High 2"
"GA","Georgia","Glynn County",13127,"High 3"
"GA","Georgia","Gordon County",13129,"Mid 4"
"GA","Georgia","Grady County",13131,"High 2"
"GA","Georgia","Greene County",13133,"High 2"
"GA","Georgia","Gwinnett County",13135,"High 2"
"GA","Georgia","Habersham County",13137,"Mid 4"
"GA","Georgia","Hall County",13139,"Mid 4"
"GA","Georgia","Hancock County",13141,"High 2"
"GA","Georgia","Haralson County",13143,"Mid 4"
"GA","Georgia","Harris County",13145,"High 2"
"GA","Georgia","Hart County",13147,"Mid 4"
"GA","Georgia","Heard County",13149,"High 2"
"GA","Georgia","Henry County",13151,"High 2"
"GA","Georgia","Houston County",13153,"High 2"
"GA","Georgia","Irwin County",13155,"High 2"
"GA","Georgia","Jackson County",13157,"High 2"
"GA","Georgia","Jasper County",13159,"High 2"
"GA","Georgia","Jeff Davis County",13161,"High 2"
"GA","Georgia","Jefferson County",13163,"High 2"
"GA","Georgia","Jenkins County",13165,"High 2"
"GA","Georgia","Johnson County",13167,"High 2"
"GA","Georgia","Jones County",13169,"High 2"
"GA","Georgia","Lamar County",13171,"High 2"
"GA","Georgia","Lanier County",13173,"High 2"
"GA","Georgia","Laurens County",13175,"High 2"
"GA","Georgia","Lee County",13177,"High 2"
"GA","Georgia","Liberty County",13179,"High 2"
"GA","Georgia","Lincoln County",13181,"High 2"
"GA","Georgia","Long County",13183,"High 2"
"GA","Georgia","Lowndes County",13185,"High 2"
"GA","Georgia","Lumpkin County",13187,"Mid 4"
"GA","Georgia","McDuffie County",13189,"High 2"
"GA","Georgia","McIntosh County",13191,"High 3"
"GA","Georgia","Macon County",13193,"High 2"
"GA","Georgia","Madison County",13195,"Mid 4"
"GA","Georgia","Marion County",13197,"High 2"
"GA","Georgia","Meriwether County",13199,"High 2"
"GA","Georgia","Miller County",13201,"High 2"
"GA","Georgia","Mitchell County",13205,"High 2"
"GA","Georgia","Monroe County",13207,"High 2"
"GA","Georgia","Montgomery County",13209,"High 2"
"GA","Georgia","Morgan County",13211,"High 2"
"GA","Georgia","Murray County",13213,"Mid 4"
"GA","Georgia","Muscogee County",13215,"High 2"
"GA","Georgia","Newton County",13217,"High 2"
"GA","Georgia","Oconee County",13219,"Mid 4"
"GA","Georgia","Oglethorpe County",13221,"Mid 4"
"GA","Georgia","Paulding County",13223,"Mid 4"
"GA","Georgia","Peach County",13225,"High 2"
"GA","Georgia","Pickens County",13227,"Mid 4"
"GA","Georgia","Pierce County",13229,"High 2"
"GA","Georgia","Pike County",13231,"High 2"
"GA","Georgia","Polk County",13233,"Mid 4"
"GA","Georgia","Pulaski County",13235,"High 2"
"GA","Georgia","Putnam County",13237,"High 2"
"GA","Georgia","Quitman County",13239,"High 3"
"GA","Georgia","Rabun County",13241,"Mid 4"
"GA","Georgia","Randolph County",13243,"High 3"
"GA","Georgia","Richmond County",13245,"High 2"
"GA","Georgia","Rockdale County",13247,"High 2"
"GA","Georgia","Schley County",13249,"High 2"
"GA","Georgia","Screven County",13251,"High 2"
"GA","Georgia","Seminole County",13253,"High 2"
"GA","Georgia","Spalding County",13255,"High 2"
"GA","Georgia","Stephens County",13257,"Mid 4"
"GA","Georgia","Stewart County",13259,"High 3"
"GA","Georgia","Sumter County",13261,"High 2"
"GA","Georgia","Talbot County",13263,"High 2"
"GA","Georgia","Taliaferro County",13265,"High 2"
"GA","Georgia","Tattnall County",13267,"High 2"
"GA","Georgia","Taylor County",13269,"High 2"
"GA","Georgia","Telfair County",13271,"High 2"
"GA","Georgia","Terrell County",13273,"High 2"
"GA","Georgia","Thomas County",13275,"High 2"
"GA","Georgia","Tift County",13277,"High 2"
"GA","Georgia","Toombs County",13279,"High 2"
"GA","Georgia","Towns County",13281,"Mid 4"
"GA","Georgia","Treutlen County",13283,"High 2"
"GA","Georgia","Troup County",13285,"High 2"
"GA","Georgia","Turner County",13287,"High 2"
"GA","Georgia","Twiggs County",13289,"High 2"
"GA","Georgia","Union County",13291,"Mid 4"
"GA","Georgia","Upson County",13293,"High 2"
"GA","Georgia","Walker County",13295,"Mid 4"
"GA","Georgia","Walton County",13297,"High 2"
"GA","Georgia","Ware County",13299,"High 2"
"GA","Georgia","Warren County",13301,"High 2"
"GA","Georgia","Washington County",13303,"High 2"
"GA","Georgia","Wayne County",13305,"High 2"
"GA","Georgia","Webster County",13307,"High 2"
"GA","Georgia","Wheeler County",13309,"High 2"
"GA","Georgia","White County",13311,"Mid 4"
"GA","Georgia","Whitfield County",13313,"Mid 4"
"GA","Georgia","Wilcox County",13315,"High 2"
"GA","Georgia","Wilkes County",13317,"High 2"
"GA","Georgia","Wilkinson County",13319,"High 2"
"GA","Georgia","Worth County",13321,"High 2"
"HI","Hawaii","Hawaii County",15001,"High 3"
"HI","Hawaii","Honolulu County",15003,"High 3"
"HI","Hawaii","Kalawao County",15005,"High 3"
"HI","Hawaii","Kauai County",15007,"High 3"
"HI","Hawaii","Maui County",15009,"High 3"
"ID","Idaho","Ada County",16001,"Low 2"
"ID","Idaho","Adams County",16003,"Low 1"
"ID","Idaho","Bannock County",16005,"Low 1"
"ID","Idaho","Bear Lake County",16007,"Low 1"
"ID","Idaho","Benewah County",16009,"Low 2"
"ID","Idaho","Bingham County",16011,"Low 1"
"ID","Idaho","Blaine County",16013,"Low 1"
"ID","Idaho","Boise County",16015,"Low 2"
"ID","Idaho","Bonner County",16017,"Low 2"
"ID","Idaho","Bonneville County",16019,"Low 2"
"ID","Idaho","Boundary County",16021,"Low 2"
"ID","Idaho","Butte County",16023,"Low 2"
"ID","Idaho","Camas County",16025,"Low 1"
"ID","Idaho","Canyon County",16027,"Low 2"
"ID","Idaho","Caribou County",16029,"Low 1"
