"state","state_name","county","fips","ClusterRank"
"VA","Virginia","Petersburg city",51730,"Mid 4"
"VA","Virginia","Poquoson city",51735,"High 2"
"VA","Virginia","Portsmouth city",51740,"Mid 4"
"VA","Virginia","Radford city",51750,"Mid 4"
"VA","Virginia","Richmond city",51760,"Mid 4"
"VA","Virginia","Roanoke city",51770,"Mid 4"
"VA","Virginia","Salem city",51775,"Mid 4"
"VA","Virginia","Staunton city",51790,"Mid 4"
"VA","Virginia","Suffolk city",51800,"High 2"
"VA","Virginia","Virginia Beach city",51810,"Mid 4"
"VA","Virginia","Waynesboro city",51820,"Mid 4"
"VA","Virginia","Williamsburg city",51830,"High 2"
"VA","Virginia","Winchester city",51840,"Mid 2"
"WA","Washington","Adams County",53001,"Low 2"
"WA","Washington","Asotin County",53003,"Low 2"
"WA","Washington","Benton County",53005,"Low 2"
"WA","Washington","Chelan County",53007,"Low 2"
"WA","Washington","Clallam County",53009,"Mid 2"
"WA","Washington","Clark County",53011,"Low 3"
"WA","Washington","Columbia County",53013,"Low 2"
"WA","Washington","Cowlitz County",53015,"Mid 2"
"WA","Washington","Douglas County",53017,"Low 2"
"WA","Washington","Ferry County",53019,"Low 2"
"WA","Washington","Franklin County",53021,"Low 2"
"WA","Washington","Garfield County",53023,"Low 2"
"WA","Washington","Grant County",53025,"Low 2"
"WA","Washington","Grays Harbor County",53027,"Mid 2"
"WA","Washington","Island County",53029,"Low 2"
"WA","Washington","Jefferson County",53031,"Low 3"
"WA","Washington","King County",53033,"Mid 2"
"WA","Washington","Kitsap County",53035,"Mid 2"
"WA","Washington","Kittitas County",53037,"Low 2"
"WA","Washington","Klickitat County",53039,"Low 2"
"WA","Washington","Lewis County",53041,"Mid 2"
"WA","Washington","Lincoln County",53043,"Low 2"
"WA","Washington","Mason County",53045,"Mid 2"
"WA","Washington","Okanogan County",53047,"Low 2"
"WA","Washington","Pacific County",53049,"Mid 2"
"WA","Washington","Pend Oreille County",53051,"Low 2"
"WA","Washington","Pierce County",53053,"Mid 2"
"WA","Washington","San Juan County",53055,"Mid 2"
"WA","Washington","Skagit County",53057,"Mid 2"
"WA","Washington","Skamania County",53059,"Low 2"
"WA","Washington","Snohomish County",53061,"Mid 2"
"WA","Washington","Spokane County",53063,"Low 2"
"WA","Washington","Stevens County",53065,"Low 2"
"WA","Washington","Thurston County",53067,"Mid 2"
"WA","Washington","Wahkiakum County",53069,"Mid 2"
"WA","Washington","Walla Walla County",53071,"Low 2"
"WA","Washington","Whatcom County",53073,"Low 3"
"WA","Washington","Whitman County",53075,"Low 2"
"WA","Washington","Yakima County",53077,"Low 2"
"WV","West Virginia","Barbour County",54001,"Mid 2"
"WV","West Virginia","Berkeley County",54003,"Mid 2"
"WV","West Virginia","Boone County",54005,"Mid 4"
"WV","West Virginia","Braxton County",54007,"Mid 4"
"WV","West Virginia","Brooke County",54009,"Mid 2"
"WV","West Virginia","Cabell County",54011,"Mid 4"
"WV","West Virginia","Calhoun County",54013,"Mid 3"
"WV","West Virginia","Clay County",54015,"Mid 4"
"WV","West Virginia","Doddridge County",54017,"Mid 2"
"WV","West Virginia","Fayette County",54019,"Mid 2"
"WV","West Virginia","Gilmer County",54021,"Mid 4"
"WV","West Virginia","Grant County",54023,"Mid 2"
"WV","West Virginia","Greenbrier County",54025,"Mid 2"
"WV","West Virginia","Hampshire County",54027,"Mid 3"
"WV","West Virginia","Hancock County",54029,"Mid 2"
"WV","West Virginia","Hardy County",54031,"Mid 2"
"WV","West Virginia","Harrison County",54033,"Mid 2"
"WV","West Virginia","Jackson County",54035,"Mid 4"
"WV","West Virginia","Jefferson County",54037,"Mid 2"
"WV","West Virginia","Kanawha County",54039,"Mid 4"
"WV","West Virginia","Lewis County",54041,"Mid 4"
"WV","West Virginia","Lincoln County",54043,"Mid 4"
"WV","West Virginia","Logan County",54045,"Mid 4"
"WV","West Virginia","McDowell County",54047,"Mid 2"
"WV","West Virginia","Marion County",54049,"Mid 2"
"WV","West Virginia","Marshall County",54051,"Mid 2"
"WV","West Virginia","Mason County",54053,"Mid 4"
"WV","West Virginia","Mercer County",54055,"Mid 2"
"WV","West Virginia","Mineral County",54057,"Mid 3"
"WV","West Virginia","Mingo County",54059,"Mid 4"
"WV","West Virginia","Monongalia County",54061,"Mid 2"
"WV","West Virginia","Monroe County",54063,"Mid 2"
"WV","West Virginia","Morgan County",54065,"Mid 2"
"WV","West Virginia","Nicholas County",54067,"Mid 2"
"WV","West Virginia","Ohio County",54069,"Mid 2"
"WV","West Virginia","Pendleton County",54071,"Mid 2"
"WV","West Virginia","Pleasants County",54073,"Mid 3"
"WV","West Virginia","Pocahontas County",54075,"Mid 2"
"WV","West Virginia","Preston County",54077,"Mid 2"
"WV","West Virginia","Putnam County",54079,"Mid 4"
"WV","West Virginia","Raleigh County",54081,"Mid 2"
"WV","West Virginia","Randolph County",54083,"Mid 2"
"WV","West Virginia","Ritchie County",54085,"Mid 3"
"WV","West Virginia","Roane County",54087,"Mid 4"
"WV","West Virginia","Summers County",54089,"Mid 2"
"WV","West Virginia","Taylor County",54091,"Mid 2"
"WV","West Virginia","Tucker County",54093,"Mid 2"
"WV","West Virginia","Tyler County",54095,"Mid 3"
"WV","West Virginia","Upshur County",54097,"Mid 4"
"WV","West Virginia","Wayne County",54099,"Mid 4"
"WV","West Virginia","Webster County",54101,"Mid 4"
"WV","West Virginia","Wetzel County",54103,"Mid 2"
"WV","West Virginia","Wirt County",54105,"Mid 3"
"WV","West Virginia","Wood County",54107,"Mid 3"
"WV","West Virginia","Wyoming County",54109,"Mid 2"
"WI","Wisconsin","Adams County",55001,"Mid 1"
"WI","Wisconsin","Ashland County",55003,"Low 3"
"WI","Wisconsin","Barron County",55005,"Low 3"
"WI","Wisconsin","Bayfield County",55007,"Low 3"
"WI","Wisconsin","Brown County",55009,"Mid 1"
"WI","Wisconsin","Buffalo County",55011,"Mid 1"
"WI","Wisconsin","Burnett County",55013,"Low 3"
"WI","Wisconsin","Calumet County",55015,"Mid 1"
"WI","Wisconsin","Chippewa County",55017,"Mid 1"
"WI","Wisconsin","Clark County",55019,"Mid 1"
"WI","Wisconsin","Columbia County",55021,"Low 3"
"WI","Wisconsin","Crawford County",55023,"Mid 1"
"WI","Wisconsin","Dane County",55025,"Mid 1"
"WI","Wisconsin","Dodge County",55027,"Mid 1"
"WI","Wisconsin","Door County",55029,"Mid 1"
"WI","Wisconsin","Douglas County",55031,"Low 3"
"WI","Wisconsin","Dunn County",55033,"Low 3"
"WI","Wisconsin","Eau Claire County",55035,"Mid 1"
"WI","Wisconsin","Florence County",55037,"Low 3"
"WI","Wisconsin","Fond du Lac County",55039,"Mid 1"
"WI","Wisconsin","Forest County",55041,"Low 3"
"WI","Wisconsin","Grant County",55043,"Mid 1"
"WI","Wisconsin","Green County",55045,"Mid 2"
"WI","Wisconsin","Green Lake County",55047,"Mid 1"
"WI","Wisconsin","Iowa County",55049,"Mid 1"
"WI","Wisconsin","Iron County",55051,"Low 3"
"WI","Wisconsin","Jackson County",55053,"Mid 1"
"WI","Wisconsin","Jefferson County",55055,"Mid 1"
"WI","Wisconsin","Juneau County",55057,"Mid 1"
"WI","Wisconsin","Kenosha County",55059,"Mid 2"
"WI","Wisconsin","Kewaunee County",55061,"Mid 1"
"WI","Wisconsin","La Crosse County",55063,"Mid 1"
"WI","Wisconsin","Lafayette County",55065,"Mid 1"
"WI","Wisconsin","Langlade County",55067,"Low 3"
"WI","Wisconsin","Lincoln County",55069,"Low 3"
"WI","Wisconsin","Manitowoc County",55071,"Mid 1"
"WI","Wisconsin","Marathon County",55073,"Low 3"
"WI","Wisconsin","Marinette County",55075,"Mid 1"
"WI","Wisconsin","Marquette County",55077,"Low 3"
"WI","Wisconsin","Menominee County",55078,"Mid 1"
"WI","Wisconsin","Milwaukee County",55079,"Low 3"
"WI","Wisconsin","Monroe County",55081,"Low 3"
"WI","Wisconsin","Oconto County",55083,"Mid 1"
"WI","Wisconsin","Oneida County",55085,"Low 3"
"WI","Wisconsin","Outagamie County",55087,"Low 3"
"WI","Wisconsin","Ozaukee County",55089,"Mid 2"
"WI","Wisconsin","Pepin County",55091,"Low 3"
"WI","Wisconsin","Pierce County",55093,"Mid 1"
"WI","Wisconsin","Polk County",55095,"Mid 1"
"WI","Wisconsin","Portage County",55097,"Low 3"
"WI","Wisconsin","Price County",55099,"Mid 1"
"WI","Wisconsin","Racine County",55101,"Mid 1"
"WI","Wisconsin","Richland County",55103,"Mid 1"
"WI","Wisconsin","Rock County",55105,"Mid 1"
"WI","Wisconsin","Rusk County",55107,"Mid 1"
"WI","Wisconsin","St. Croix County",55109,"Low 3"
"WI","Wisconsin","Sauk County",55111,"Mid 1"
"WI","Wisconsin","Sawyer County",55113,"Low 3"
"WI","Wisconsin","Shawano County",55115,"Mid 1"
"WI","Wisconsin","Sheboygan County",55117,"Mid 1"
"WI","Wisconsin","Taylor County",55119,"Low 3"
"WI","Wisconsin","Trempealeau County",55121,"Mid 1"
"WI","Wisconsin","Vernon County",55123,"Low 3"
"WI","Wisconsin","Vilas County",55125,"Low 3"
"WI","Wisconsin","Walworth County",55127,"Mid 1"
"WI","Wisconsin","Washburn County",55129,"Low 3"
"WI","Wisconsin","Washington County",55131,"Mid 2"
"WI","Wisconsin","Waukesha County",55133,"Low 3"
"WI","Wisconsin","Waupaca County",55135,"Mid 1"
"WI","Wisconsin","Waushara County",55137,"Mid 1"
"WI","Wisconsin","Winnebago County",55139,"Mid 1"
"WI","Wisconsin","Wood County",55141,"Low 3"
"WY","Wyoming","Albany County",56001,"Low 1"
"WY","Wyoming","Big Horn County",56003,"Low 2"
"WY","Wyoming","Campbell County",56005,"Low 2"
"WY","Wyoming","Carbon County",56007,"Low 1"
"WY","Wyoming","Converse County",56009,"Low 2"
"WY","Wyoming","Crook County",56011,"Low 2"
"WY","Wyoming","Fremont County",56013,"Low 1"
"WY","Wyoming","Goshen County",56015,"Low 2"
"WY","Wyoming","Hot Springs County",56017,"Low 1"
"WY","Wyoming","Johnson County",56019,"Low 2"
"WY","Wyoming","Laramie County",56021,"Low 2"
"WY","Wyoming","Lincoln County",56023,"Low 1"
"WY","Wyoming","Natrona County",56025,"Low 1"
"WY","Wyoming","Niobrara County",56027,"Low 2"
"WY","Wyoming","Park County",56029,"Low 1"
"WY","Wyoming","Platte County",56031,"Low 2"
"WY","Wyoming","Sheridan County",56033,"Low 2"
"WY","Wyoming","Sublette County",56035,"Low 1"
"WY","Wyoming","Sweetwater County",56037,"Low 1"
"WY","Wyoming","Teton County",56039,"Low 1"
"WY","Wyoming","Uinta County",56041,"Low 1"
"WY","Wyoming","Washakie County",56043,"Low 2"
"WY","Wyoming","Weston County",56045,"Low 2"
